cause_name,cause_id,age_interval_ll,relative_risk0,relative_risk1,relative_risk2,relative_risk3,relative_risk4,relative_risk5,relative_risk6,relative_risk7,relative_risk8,relative_risk9,relative_risk10,relative_risk11,relative_risk12,relative_risk13,relative_risk14,relative_risk15,relative_risk16,relative_risk17,relative_risk18,relative_risk19,relative_risk20,relative_risk21,relative_risk22,relative_risk23,relative_risk24,relative_risk25,relative_risk26,relative_risk27,relative_risk28,relative_risk29,relative_risk30,relative_risk31,relative_risk32,relative_risk33,relative_risk34,relative_risk35,relative_risk36,relative_risk37,relative_risk38,relative_risk39,relative_risk40,relative_risk41,relative_risk42,relative_risk43,relative_risk44,relative_risk45,relative_risk46,relative_risk47,relative_risk48,relative_risk49,relative_risk50,relative_risk51,relative_risk52,relative_risk53,relative_risk54,relative_risk55,relative_risk56,relative_risk57,relative_risk58,relative_risk59,relative_risk60,relative_risk61,relative_risk62,relative_risk63,relative_risk64,relative_risk65,relative_risk66,relative_risk67,relative_risk68,relative_risk69,relative_risk70,relative_risk71,relative_risk72,relative_risk73,relative_risk74,relative_risk75,relative_risk76,relative_risk77,relative_risk78,relative_risk79,relative_risk80,relative_risk81,relative_risk82,relative_risk83,relative_risk84,relative_risk85,relative_risk86,relative_risk87,relative_risk88,relative_risk89,relative_risk90,relative_risk91,relative_risk92,relative_risk93,relative_risk94,relative_risk95,relative_risk96,relative_risk97,relative_risk98,relative_risk99,relative_risk100,relative_risk101,relative_risk102,relative_risk103,relative_risk104,relative_risk105,relative_risk106,relative_risk107,relative_risk108,relative_risk109,relative_risk110,relative_risk111,relative_risk112,relative_risk113,relative_risk114,relative_risk115,relative_risk116,relative_risk117,relative_risk118,relative_risk119,relative_risk120,relative_risk121
Chronic obstructive pulmonary disease,509,25,1,1,1,1.0108098688251752,1.0276035257456209,1.0432003479642855,1.0578754498806122,1.0718255853971523,1.0851959957446524,1.098096657560538,1.1106125879887856,1.1228106383265606,1.1347441207690978,1.1464560480866,1.15798145717396,1.1693491109014549,1.180582767960308,1.191702146183099,1.2027236642986585,1.213661020851107,1.2245256516421354,1.2353270953143705,1.246073288609329,1.256770807172896,1.2674250637566233,1.2780404727612948,1.2886205879497716,1.2991682185896976,1.3096855281161552,1.3201741185208193,1.3306351030009085,1.3410691688837377,1.351476632441638,1.3618574868989046,1.372211444686222,1.3825379748031896,1.3928363359944322,1.4031056063205751,1.4133447096054181,1.423552439159805,1.4337274791170462,1.443868423661223,1.4539737943858788,1.4640420559846359,1.4740716304456105,1.4840609098970197,1.4940082682310718,1.5039120716163683,1.513770687995019,1.5235824956489317,1.533345890909948,1.5430592950802446,1.5527211606225013,1.5623299766734868,1.571884273929736,1.5813826289497965,1.590823667913888,1.6002060698787288,1.609528569562585,1.6187899596932553,1.627989092949652,1.6371248835257934,1.6461963083444084,1.6552024079458583,1.664142287076738,1.6730151150012809,1.6818201255575207,1.690556616979091,1.6992239515025125,1.7078215547788318,1.7163489151075586,1.7248055825099216,1.7331911676576146,1.7415053406723475,1.749747829810703,1.7579184200479965,1.7660169515740731,1.7740433182132065,1.7819974657795439,1.7898793903788146,1.797689136666346,1.8054267960707324,1.8130925049918798,1.8206864429814982,1.8282088309135243,1.8356599291513587,1.843040035718252,1.8503494844766306,1.8575886433216378,1.8647579123936815,1.8718577223142996,1.878888532449227,1.885850829202107,1.8927451243419107,1.899571953366741,1.9063318739063473,1.9130254641653441,1.9196533214088296,1.9262160604917806,1.9327143124333743,1.9391487230370934,1.9455199515572787,1.951828669412548,1.9580755589463283,1.9642613122345647,1.9703866299404864,1.9764522202161974,1.982458797650692,1.9884070822637987,1.9942977985454307,2.000131674539442,2.005909440971292,2.011631830418649,2.0172995765240076,2.0229134132483306,2.0284740741646825,2.033982291790786,2.0394387969594043,2.0448443182254126,2.0501995813084264,2.055505308569829,2.0607622185230263
Chronic obstructive pulmonary disease,509,30,1,1,1,1.0108098688251752,1.0276035257456209,1.0432003479642855,1.0578754498806122,1.0718255853971523,1.0851959957446524,1.098096657560538,1.1106125879887856,1.1228106383265606,1.1347441207690978,1.1464560480866,1.15798145717396,1.1693491109014549,1.180582767960308,1.191702146183099,1.2027236642986585,1.213661020851107,1.2245256516421354,1.2353270953143705,1.246073288609329,1.256770807172896,1.2674250637566233,1.2780404727612948,1.2886205879497716,1.2991682185896976,1.3096855281161552,1.3201741185208193,1.3306351030009085,1.3410691688837377,1.351476632441638,1.3618574868989046,1.372211444686222,1.3825379748031896,1.3928363359944322,1.4031056063205751,1.4133447096054181,1.423552439159805,1.4337274791170462,1.443868423661223,1.4539737943858788,1.4640420559846359,1.4740716304456105,1.4840609098970197,1.4940082682310718,1.5039120716163683,1.513770687995019,1.5235824956489317,1.533345890909948,1.5430592950802446,1.5527211606225013,1.5623299766734868,1.571884273929736,1.5813826289497965,1.590823667913888,1.6002060698787288,1.609528569562585,1.6187899596932553,1.627989092949652,1.6371248835257934,1.6461963083444084,1.6552024079458583,1.664142287076738,1.6730151150012809,1.6818201255575207,1.690556616979091,1.6992239515025125,1.7078215547788318,1.7163489151075586,1.7248055825099216,1.7331911676576146,1.7415053406723475,1.749747829810703,1.7579184200479965,1.7660169515740731,1.7740433182132065,1.7819974657795439,1.7898793903788146,1.797689136666346,1.8054267960707324,1.8130925049918798,1.8206864429814982,1.8282088309135243,1.8356599291513587,1.843040035718252,1.8503494844766306,1.8575886433216378,1.8647579123936815,1.8718577223142996,1.878888532449227,1.885850829202107,1.8927451243419107,1.899571953366741,1.9063318739063473,1.9130254641653441,1.9196533214088296,1.9262160604917806,1.9327143124333743,1.9391487230370934,1.9455199515572787,1.951828669412548,1.9580755589463283,1.9642613122345647,1.9703866299404864,1.9764522202161974,1.982458797650692,1.9884070822637987,1.9942977985454307,2.000131674539442,2.005909440971292,2.011631830418649,2.0172995765240076,2.0229134132483306,2.0284740741646825,2.033982291790786,2.0394387969594043,2.0448443182254126,2.0501995813084264,2.055505308569829,2.0607622185230263
Chronic obstructive pulmonary disease,509,35,1,1,1,1.0108098688251752,1.0276035257456209,1.0432003479642855,1.0578754498806122,1.0718255853971523,1.0851959957446524,1.098096657560538,1.1106125879887856,1.1228106383265606,1.1347441207690978,1.1464560480866,1.15798145717396,1.1693491109014549,1.180582767960308,1.191702146183099,1.2027236642986585,1.213661020851107,1.2245256516421354,1.2353270953143705,1.246073288609329,1.256770807172896,1.2674250637566233,1.2780404727612948,1.2886205879497716,1.2991682185896976,1.3096855281161552,1.3201741185208193,1.3306351030009085,1.3410691688837377,1.351476632441638,1.3618574868989046,1.372211444686222,1.3825379748031896,1.3928363359944322,1.4031056063205751,1.4133447096054181,1.423552439159805,1.4337274791170462,1.443868423661223,1.4539737943858788,1.4640420559846359,1.4740716304456105,1.4840609098970197,1.4940082682310718,1.5039120716163683,1.513770687995019,1.5235824956489317,1.533345890909948,1.5430592950802446,1.5527211606225013,1.5623299766734868,1.571884273929736,1.5813826289497965,1.590823667913888,1.6002060698787288,1.609528569562585,1.6187899596932553,1.627989092949652,1.6371248835257934,1.6461963083444084,1.6552024079458583,1.664142287076738,1.6730151150012809,1.6818201255575207,1.690556616979091,1.6992239515025125,1.7078215547788318,1.7163489151075586,1.7248055825099216,1.7331911676576146,1.7415053406723475,1.749747829810703,1.7579184200479965,1.7660169515740731,1.7740433182132065,1.7819974657795439,1.7898793903788146,1.797689136666346,1.8054267960707324,1.8130925049918798,1.8206864429814982,1.8282088309135243,1.8356599291513587,1.843040035718252,1.8503494844766306,1.8575886433216378,1.8647579123936815,1.8718577223142996,1.878888532449227,1.885850829202107,1.8927451243419107,1.899571953366741,1.9063318739063473,1.9130254641653441,1.9196533214088296,1.9262160604917806,1.9327143124333743,1.9391487230370934,1.9455199515572787,1.951828669412548,1.9580755589463283,1.9642613122345647,1.9703866299404864,1.9764522202161974,1.982458797650692,1.9884070822637987,1.9942977985454307,2.000131674539442,2.005909440971292,2.011631830418649,2.0172995765240076,2.0229134132483306,2.0284740741646825,2.033982291790786,2.0394387969594043,2.0448443182254126,2.0501995813084264,2.055505308569829,2.0607622185230263
Chronic obstructive pulmonary disease,509,40,1,1,1,1.0108098688251752,1.0276035257456209,1.0432003479642855,1.0578754498806122,1.0718255853971523,1.0851959957446524,1.098096657560538,1.1106125879887856,1.1228106383265606,1.1347441207690978,1.1464560480866,1.15798145717396,1.1693491109014549,1.180582767960308,1.191702146183099,1.2027236642986585,1.213661020851107,1.2245256516421354,1.2353270953143705,1.246073288609329,1.256770807172896,1.2674250637566233,1.2780404727612948,1.2886205879497716,1.2991682185896976,1.3096855281161552,1.3201741185208193,1.3306351030009085,1.3410691688837377,1.351476632441638,1.3618574868989046,1.372211444686222,1.3825379748031896,1.3928363359944322,1.4031056063205751,1.4133447096054181,1.423552439159805,1.4337274791170462,1.443868423661223,1.4539737943858788,1.4640420559846359,1.4740716304456105,1.4840609098970197,1.4940082682310718,1.5039120716163683,1.513770687995019,1.5235824956489317,1.533345890909948,1.5430592950802446,1.5527211606225013,1.5623299766734868,1.571884273929736,1.5813826289497965,1.590823667913888,1.6002060698787288,1.609528569562585,1.6187899596932553,1.627989092949652,1.6371248835257934,1.6461963083444084,1.6552024079458583,1.664142287076738,1.6730151150012809,1.6818201255575207,1.690556616979091,1.6992239515025125,1.7078215547788318,1.7163489151075586,1.7248055825099216,1.7331911676576146,1.7415053406723475,1.749747829810703,1.7579184200479965,1.7660169515740731,1.7740433182132065,1.7819974657795439,1.7898793903788146,1.797689136666346,1.8054267960707324,1.8130925049918798,1.8206864429814982,1.8282088309135243,1.8356599291513587,1.843040035718252,1.8503494844766306,1.8575886433216378,1.8647579123936815,1.8718577223142996,1.878888532449227,1.885850829202107,1.8927451243419107,1.899571953366741,1.9063318739063473,1.9130254641653441,1.9196533214088296,1.9262160604917806,1.9327143124333743,1.9391487230370934,1.9455199515572787,1.951828669412548,1.9580755589463283,1.9642613122345647,1.9703866299404864,1.9764522202161974,1.982458797650692,1.9884070822637987,1.9942977985454307,2.000131674539442,2.005909440971292,2.011631830418649,2.0172995765240076,2.0229134132483306,2.0284740741646825,2.033982291790786,2.0394387969594043,2.0448443182254126,2.0501995813084264,2.055505308569829,2.0607622185230263
Chronic obstructive pulmonary disease,509,45,1,1,1,1.0108098688251752,1.0276035257456209,1.0432003479642855,1.0578754498806122,1.0718255853971523,1.0851959957446524,1.098096657560538,1.1106125879887856,1.1228106383265606,1.1347441207690978,1.1464560480866,1.15798145717396,1.1693491109014549,1.180582767960308,1.191702146183099,1.2027236642986585,1.213661020851107,1.2245256516421354,1.2353270953143705,1.246073288609329,1.256770807172896,1.2674250637566233,1.2780404727612948,1.2886205879497716,1.2991682185896976,1.3096855281161552,1.3201741185208193,1.3306351030009085,1.3410691688837377,1.351476632441638,1.3618574868989046,1.372211444686222,1.3825379748031896,1.3928363359944322,1.4031056063205751,1.4133447096054181,1.423552439159805,1.4337274791170462,1.443868423661223,1.4539737943858788,1.4640420559846359,1.4740716304456105,1.4840609098970197,1.4940082682310718,1.5039120716163683,1.513770687995019,1.5235824956489317,1.533345890909948,1.5430592950802446,1.5527211606225013,1.5623299766734868,1.571884273929736,1.5813826289497965,1.590823667913888,1.6002060698787288,1.609528569562585,1.6187899596932553,1.627989092949652,1.6371248835257934,1.6461963083444084,1.6552024079458583,1.664142287076738,1.6730151150012809,1.6818201255575207,1.690556616979091,1.6992239515025125,1.7078215547788318,1.7163489151075586,1.7248055825099216,1.7331911676576146,1.7415053406723475,1.749747829810703,1.7579184200479965,1.7660169515740731,1.7740433182132065,1.7819974657795439,1.7898793903788146,1.797689136666346,1.8054267960707324,1.8130925049918798,1.8206864429814982,1.8282088309135243,1.8356599291513587,1.843040035718252,1.8503494844766306,1.8575886433216378,1.8647579123936815,1.8718577223142996,1.878888532449227,1.885850829202107,1.8927451243419107,1.899571953366741,1.9063318739063473,1.9130254641653441,1.9196533214088296,1.9262160604917806,1.9327143124333743,1.9391487230370934,1.9455199515572787,1.951828669412548,1.9580755589463283,1.9642613122345647,1.9703866299404864,1.9764522202161974,1.982458797650692,1.9884070822637987,1.9942977985454307,2.000131674539442,2.005909440971292,2.011631830418649,2.0172995765240076,2.0229134132483306,2.0284740741646825,2.033982291790786,2.0394387969594043,2.0448443182254126,2.0501995813084264,2.055505308569829,2.0607622185230263
Chronic obstructive pulmonary disease,509,50,1,1,1,1.0108098688251752,1.0276035257456209,1.0432003479642855,1.0578754498806122,1.0718255853971523,1.0851959957446524,1.098096657560538,1.1106125879887856,1.1228106383265606,1.1347441207690978,1.1464560480866,1.15798145717396,1.1693491109014549,1.180582767960308,1.191702146183099,1.2027236642986585,1.213661020851107,1.2245256516421354,1.2353270953143705,1.246073288609329,1.256770807172896,1.2674250637566233,1.2780404727612948,1.2886205879497716,1.2991682185896976,1.3096855281161552,1.3201741185208193,1.3306351030009085,1.3410691688837377,1.351476632441638,1.3618574868989046,1.372211444686222,1.3825379748031896,1.3928363359944322,1.4031056063205751,1.4133447096054181,1.423552439159805,1.4337274791170462,1.443868423661223,1.4539737943858788,1.4640420559846359,1.4740716304456105,1.4840609098970197,1.4940082682310718,1.5039120716163683,1.513770687995019,1.5235824956489317,1.533345890909948,1.5430592950802446,1.5527211606225013,1.5623299766734868,1.571884273929736,1.5813826289497965,1.590823667913888,1.6002060698787288,1.609528569562585,1.6187899596932553,1.627989092949652,1.6371248835257934,1.6461963083444084,1.6552024079458583,1.664142287076738,1.6730151150012809,1.6818201255575207,1.690556616979091,1.6992239515025125,1.7078215547788318,1.7163489151075586,1.7248055825099216,1.7331911676576146,1.7415053406723475,1.749747829810703,1.7579184200479965,1.7660169515740731,1.7740433182132065,1.7819974657795439,1.7898793903788146,1.797689136666346,1.8054267960707324,1.8130925049918798,1.8206864429814982,1.8282088309135243,1.8356599291513587,1.843040035718252,1.8503494844766306,1.8575886433216378,1.8647579123936815,1.8718577223142996,1.878888532449227,1.885850829202107,1.8927451243419107,1.899571953366741,1.9063318739063473,1.9130254641653441,1.9196533214088296,1.9262160604917806,1.9327143124333743,1.9391487230370934,1.9455199515572787,1.951828669412548,1.9580755589463283,1.9642613122345647,1.9703866299404864,1.9764522202161974,1.982458797650692,1.9884070822637987,1.9942977985454307,2.000131674539442,2.005909440971292,2.011631830418649,2.0172995765240076,2.0229134132483306,2.0284740741646825,2.033982291790786,2.0394387969594043,2.0448443182254126,2.0501995813084264,2.055505308569829,2.0607622185230263
Chronic obstructive pulmonary disease,509,55,1,1,1,1.0108098688251752,1.0276035257456209,1.0432003479642855,1.0578754498806122,1.0718255853971523,1.0851959957446524,1.098096657560538,1.1106125879887856,1.1228106383265606,1.1347441207690978,1.1464560480866,1.15798145717396,1.1693491109014549,1.180582767960308,1.191702146183099,1.2027236642986585,1.213661020851107,1.2245256516421354,1.2353270953143705,1.246073288609329,1.256770807172896,1.2674250637566233,1.2780404727612948,1.2886205879497716,1.2991682185896976,1.3096855281161552,1.3201741185208193,1.3306351030009085,1.3410691688837377,1.351476632441638,1.3618574868989046,1.372211444686222,1.3825379748031896,1.3928363359944322,1.4031056063205751,1.4133447096054181,1.423552439159805,1.4337274791170462,1.443868423661223,1.4539737943858788,1.4640420559846359,1.4740716304456105,1.4840609098970197,1.4940082682310718,1.5039120716163683,1.513770687995019,1.5235824956489317,1.533345890909948,1.5430592950802446,1.5527211606225013,1.5623299766734868,1.571884273929736,1.5813826289497965,1.590823667913888,1.6002060698787288,1.609528569562585,1.6187899596932553,1.627989092949652,1.6371248835257934,1.6461963083444084,1.6552024079458583,1.664142287076738,1.6730151150012809,1.6818201255575207,1.690556616979091,1.6992239515025125,1.7078215547788318,1.7163489151075586,1.7248055825099216,1.7331911676576146,1.7415053406723475,1.749747829810703,1.7579184200479965,1.7660169515740731,1.7740433182132065,1.7819974657795439,1.7898793903788146,1.797689136666346,1.8054267960707324,1.8130925049918798,1.8206864429814982,1.8282088309135243,1.8356599291513587,1.843040035718252,1.8503494844766306,1.8575886433216378,1.8647579123936815,1.8718577223142996,1.878888532449227,1.885850829202107,1.8927451243419107,1.899571953366741,1.9063318739063473,1.9130254641653441,1.9196533214088296,1.9262160604917806,1.9327143124333743,1.9391487230370934,1.9455199515572787,1.951828669412548,1.9580755589463283,1.9642613122345647,1.9703866299404864,1.9764522202161974,1.982458797650692,1.9884070822637987,1.9942977985454307,2.000131674539442,2.005909440971292,2.011631830418649,2.0172995765240076,2.0229134132483306,2.0284740741646825,2.033982291790786,2.0394387969594043,2.0448443182254126,2.0501995813084264,2.055505308569829,2.0607622185230263
Chronic obstructive pulmonary disease,509,60,1,1,1,1.0108098688251752,1.0276035257456209,1.0432003479642855,1.0578754498806122,1.0718255853971523,1.0851959957446524,1.098096657560538,1.1106125879887856,1.1228106383265606,1.1347441207690978,1.1464560480866,1.15798145717396,1.1693491109014549,1.180582767960308,1.191702146183099,1.2027236642986585,1.213661020851107,1.2245256516421354,1.2353270953143705,1.246073288609329,1.256770807172896,1.2674250637566233,1.2780404727612948,1.2886205879497716,1.2991682185896976,1.3096855281161552,1.3201741185208193,1.3306351030009085,1.3410691688837377,1.351476632441638,1.3618574868989046,1.372211444686222,1.3825379748031896,1.3928363359944322,1.4031056063205751,1.4133447096054181,1.423552439159805,1.4337274791170462,1.443868423661223,1.4539737943858788,1.4640420559846359,1.4740716304456105,1.4840609098970197,1.4940082682310718,1.5039120716163683,1.513770687995019,1.5235824956489317,1.533345890909948,1.5430592950802446,1.5527211606225013,1.5623299766734868,1.571884273929736,1.5813826289497965,1.590823667913888,1.6002060698787288,1.609528569562585,1.6187899596932553,1.627989092949652,1.6371248835257934,1.6461963083444084,1.6552024079458583,1.664142287076738,1.6730151150012809,1.6818201255575207,1.690556616979091,1.6992239515025125,1.7078215547788318,1.7163489151075586,1.7248055825099216,1.7331911676576146,1.7415053406723475,1.749747829810703,1.7579184200479965,1.7660169515740731,1.7740433182132065,1.7819974657795439,1.7898793903788146,1.797689136666346,1.8054267960707324,1.8130925049918798,1.8206864429814982,1.8282088309135243,1.8356599291513587,1.843040035718252,1.8503494844766306,1.8575886433216378,1.8647579123936815,1.8718577223142996,1.878888532449227,1.885850829202107,1.8927451243419107,1.899571953366741,1.9063318739063473,1.9130254641653441,1.9196533214088296,1.9262160604917806,1.9327143124333743,1.9391487230370934,1.9455199515572787,1.951828669412548,1.9580755589463283,1.9642613122345647,1.9703866299404864,1.9764522202161974,1.982458797650692,1.9884070822637987,1.9942977985454307,2.000131674539442,2.005909440971292,2.011631830418649,2.0172995765240076,2.0229134132483306,2.0284740741646825,2.033982291790786,2.0394387969594043,2.0448443182254126,2.0501995813084264,2.055505308569829,2.0607622185230263
Chronic obstructive pulmonary disease,509,65,1,1,1,1.0108098688251752,1.0276035257456209,1.0432003479642855,1.0578754498806122,1.0718255853971523,1.0851959957446524,1.098096657560538,1.1106125879887856,1.1228106383265606,1.1347441207690978,1.1464560480866,1.15798145717396,1.1693491109014549,1.180582767960308,1.191702146183099,1.2027236642986585,1.213661020851107,1.2245256516421354,1.2353270953143705,1.246073288609329,1.256770807172896,1.2674250637566233,1.2780404727612948,1.2886205879497716,1.2991682185896976,1.3096855281161552,1.3201741185208193,1.3306351030009085,1.3410691688837377,1.351476632441638,1.3618574868989046,1.372211444686222,1.3825379748031896,1.3928363359944322,1.4031056063205751,1.4133447096054181,1.423552439159805,1.4337274791170462,1.443868423661223,1.4539737943858788,1.4640420559846359,1.4740716304456105,1.4840609098970197,1.4940082682310718,1.5039120716163683,1.513770687995019,1.5235824956489317,1.533345890909948,1.5430592950802446,1.5527211606225013,1.5623299766734868,1.571884273929736,1.5813826289497965,1.590823667913888,1.6002060698787288,1.609528569562585,1.6187899596932553,1.627989092949652,1.6371248835257934,1.6461963083444084,1.6552024079458583,1.664142287076738,1.6730151150012809,1.6818201255575207,1.690556616979091,1.6992239515025125,1.7078215547788318,1.7163489151075586,1.7248055825099216,1.7331911676576146,1.7415053406723475,1.749747829810703,1.7579184200479965,1.7660169515740731,1.7740433182132065,1.7819974657795439,1.7898793903788146,1.797689136666346,1.8054267960707324,1.8130925049918798,1.8206864429814982,1.8282088309135243,1.8356599291513587,1.843040035718252,1.8503494844766306,1.8575886433216378,1.8647579123936815,1.8718577223142996,1.878888532449227,1.885850829202107,1.8927451243419107,1.899571953366741,1.9063318739063473,1.9130254641653441,1.9196533214088296,1.9262160604917806,1.9327143124333743,1.9391487230370934,1.9455199515572787,1.951828669412548,1.9580755589463283,1.9642613122345647,1.9703866299404864,1.9764522202161974,1.982458797650692,1.9884070822637987,1.9942977985454307,2.000131674539442,2.005909440971292,2.011631830418649,2.0172995765240076,2.0229134132483306,2.0284740741646825,2.033982291790786,2.0394387969594043,2.0448443182254126,2.0501995813084264,2.055505308569829,2.0607622185230263
Chronic obstructive pulmonary disease,509,70,1,1,1,1.0108098688251752,1.0276035257456209,1.0432003479642855,1.0578754498806122,1.0718255853971523,1.0851959957446524,1.098096657560538,1.1106125879887856,1.1228106383265606,1.1347441207690978,1.1464560480866,1.15798145717396,1.1693491109014549,1.180582767960308,1.191702146183099,1.2027236642986585,1.213661020851107,1.2245256516421354,1.2353270953143705,1.246073288609329,1.256770807172896,1.2674250637566233,1.2780404727612948,1.2886205879497716,1.2991682185896976,1.3096855281161552,1.3201741185208193,1.3306351030009085,1.3410691688837377,1.351476632441638,1.3618574868989046,1.372211444686222,1.3825379748031896,1.3928363359944322,1.4031056063205751,1.4133447096054181,1.423552439159805,1.4337274791170462,1.443868423661223,1.4539737943858788,1.4640420559846359,1.4740716304456105,1.4840609098970197,1.4940082682310718,1.5039120716163683,1.513770687995019,1.5235824956489317,1.533345890909948,1.5430592950802446,1.5527211606225013,1.5623299766734868,1.571884273929736,1.5813826289497965,1.590823667913888,1.6002060698787288,1.609528569562585,1.6187899596932553,1.627989092949652,1.6371248835257934,1.6461963083444084,1.6552024079458583,1.664142287076738,1.6730151150012809,1.6818201255575207,1.690556616979091,1.6992239515025125,1.7078215547788318,1.7163489151075586,1.7248055825099216,1.7331911676576146,1.7415053406723475,1.749747829810703,1.7579184200479965,1.7660169515740731,1.7740433182132065,1.7819974657795439,1.7898793903788146,1.797689136666346,1.8054267960707324,1.8130925049918798,1.8206864429814982,1.8282088309135243,1.8356599291513587,1.843040035718252,1.8503494844766306,1.8575886433216378,1.8647579123936815,1.8718577223142996,1.878888532449227,1.885850829202107,1.8927451243419107,1.899571953366741,1.9063318739063473,1.9130254641653441,1.9196533214088296,1.9262160604917806,1.9327143124333743,1.9391487230370934,1.9455199515572787,1.951828669412548,1.9580755589463283,1.9642613122345647,1.9703866299404864,1.9764522202161974,1.982458797650692,1.9884070822637987,1.9942977985454307,2.000131674539442,2.005909440971292,2.011631830418649,2.0172995765240076,2.0229134132483306,2.0284740741646825,2.033982291790786,2.0394387969594043,2.0448443182254126,2.0501995813084264,2.055505308569829,2.0607622185230263
